id,name,did,fid,sid,works_count
T10665,Cystic Fibrosis Research Advances,D4,F22,S200,84840
T10475,Psychological Well-being and Life Satisfaction,D2,F15,S132,84824
T10999,Organ Transplantation Techniques and Outcomes,D4,F22,S190,84637
T10863,Voice and Speech Disorders,D4,F22,S166,84624
T10505,Pluripotent Stem Cells Research,D3,F18,S158,84562
T11012,Gas Dynamics and Kinetic Theory,D1,F8,S71,84484
T10575,Wireless Communication Networks Research,D1,F3,S29,84475
T13144,Theology and Philosophy of Evil,D2,F12,S92,84416
T10114,"Balance, Gait, and Falls Prevention",D4,F23,S228,84410
T13712,Kantian Philosophy and Modern Interpretations,D2,F12,S92,84382
T13169,Consumer Perception and Purchasing Behavior,D2,F16,S142,84360
T10323,Analog and Mixed-Signal Circuit Design,D1,F1,S8,84276
T11963,Impact of Light on Environment and Health,D1,F4,S40,84243
T12697,Water Quality Monitoring Technologies,D1,F4,S43,84233
T12437,"Balkans: History, Politics, Society",D2,F13,S112,84191
T11185,Integrated Energy Systems Optimization,D1,F1,S2,84143
T11261,Quantum chaos and dynamical systems,D1,F2,S23,84095
T11635,Poisoning and overdose treatments,D4,F22,S213,84067
T10115,Corporate Social Responsibility Reporting,D2,F16,S137,83919
T12571,Soybean genetics and cultivation,D3,F17,S146,83888
T10381,Ophthalmology and Visual Impairment Studies,D4,F22,S193,83850
T10935,Endometriosis Research and Treatment,D4,F22,S189,83842
T10334,"Hearing, Cochlea, Tinnitus, Genetics",D3,F19,S176,83829
T12041,Public Health Policies and Education,D4,F23,S224,83818
T12019,Calibration and Measurement Techniques,D1,F1,S1,83797
T10446,"Income, Poverty, and Inequality",D2,F13,S105,83783
T10353,Zeolite Catalysis and Synthesis,D1,F7,S66,83779
T11309,Music and Audio Processing,D1,F3,S32,83729
T10729,Electrospun Nanofibers in Biomedical Applications,D1,F5,S47,83704
T10040,Adaptive Control of Nonlinear Systems,D1,F1,S9,83670
T11189,Transplantation: Methods and Outcomes,D4,F22,S190,83605
T11187,Nonlinear Dynamics and Pattern Formation,D1,F3,S29,83600
T13417,Biomedical Ethics and Regulation,D4,F22,S166,83584
T12120,Air Quality Monitoring and Forecasting,D1,F4,S38,83570
T10174,Animal Behavior and Reproduction,D3,F17,S148,83540
T12190,Innovations in Concrete and Construction Materials,D1,F1,S12,83488
T10896,Homotopy and Cohomology in Algebraic Topology,D1,F8,S73,83464
T10672,Design Education and Practice,D1,F1,S5,83380
T13035,Human Rights and Development,D2,F13,S105,83225
T11560,Animal Disease Management and Epidemiology,D3,F17,S153,83216
T11190,3D Printing in Biomedical Research,D1,F1,S8,83181
T10943,Escherichia coli research studies,D3,F18,S169,83167
T10042,Neural and Behavioral Psychology Studies,D3,F19,S173,83159
T10563,Corneal surgery and disorders,D4,F22,S198,83109
T10350,Electronic Health Records Systems,D4,F23,S232,83097
T10465,Neurobiology of Language and Bilingualism,D3,F19,S173,83065
T13200,Spacecraft and Cryogenic Technologies,D1,F1,S1,83033
T10606,Kidney Stones and Urolithiasis Treatments,D4,F22,S200,83013
T13887,Augustinian Studies and Theology,D2,F12,S92,83001
T10538,Data Mining Algorithms and Applications,D1,F3,S26,82956
T10387,Fatty Acid Research and Health,D4,F24,S235,82941
T10574,Crime Patterns and Interventions,D2,F13,S105,82891
T10556,Global Cancer Incidence and Screening,D4,F22,S204,82888
T13245,Samuel Beckett and Modernism,D2,F12,S93,82751
T11121,Public Relations and Crisis Communication,D2,F13,S118,82742
T10459,Sexual function and dysfunction studies,D4,F22,S202,82665
T11839,Hormonal Regulation and Hypertension,D4,F22,S212,82620
T11088,Marine Bivalve and Aquaculture Studies,D1,F4,S40,82601
T13283,Mental Health Research Topics,D2,F15,S133,82564
T13558,"Philosophy, Science, and History",D2,F12,S99,82562
T10331,Video Surveillance and Tracking Methods,D1,F3,S28,82535
T11491,CAR-T cell therapy research,D4,F22,S204,82473
T10841,Economic and Environmental Valuation,D2,F11,S89,82419
T10617,Cellular transport and secretion,D3,F18,S160,82402
T10607,Magnetic and transport properties of perovskites and related materials,D1,F5,S52,82378
T13006,Spanish History and Politics,D2,F12,S97,82373
T10870,Interstitial Lung Diseases and Idiopathic Pulmonary Fibrosis,D4,F22,S200,82301
T12180,Polar Research and Ecology,D1,F4,S42,82297
T10764,Privacy-Preserving Technologies in Data,D1,F3,S25,82268
T11291,Intraocular Surgery and Lenses,D4,F22,S206,82249
T11361,Digital Radiography and Breast Imaging,D4,F22,S200,82224
T14272,Agricultural and Food Production Studies,D3,F17,S151,82145
T10776,Spinal Fractures and Fixation Techniques,D4,F22,S190,82141
T12496,Color perception and design,D2,F15,S132,82103
T10237,Cryptography and Data Security,D1,F3,S25,82077
T10862,AI in cancer detection,D1,F3,S25,82060
T12060,Child Development and Digital Technology,D2,F13,S107,82050
T10213,Public Policy and Administration Research,D2,F13,S115,82027
T13559,Edcuational Technology Systems,D1,F3,S25,81985
T11399,Muscle metabolism and nutrition,D3,F18,S160,81952
T11762,"Law, Economics, and Judicial Systems",D2,F11,S89,81919
T12511,Medieval and Classical Philosophy,D2,F12,S92,81898
T11606,Infrastructure Maintenance and Monitoring,D1,F1,S6,81890
T10405,Advanced Polymer Synthesis and Characterization,D1,F7,S63,81857
T10356,Orthodontics and Dentofacial Orthopedics,D4,F25,S241,81835
T11326,Stock Market Forecasting Methods,D2,F14,S128,81756
T11141,Childhood Cancer Survivors' Quality of Life,D4,F22,S188,81742
T10281,Advanced Battery Materials and Technologies,D1,F1,S2,81713
T11266,Neuroinflammation and Neurodegeneration Mechanisms,D3,F19,S172,81710
T12899,Engineering and Technology Innovations,D1,F1,S2,81685
T14178,Environmental Science and Water Management,D1,F4,S43,81630
T13882,Research studies in Vietnam,D1,F4,S42,81601
T11456,Neuroscience of respiration and sleep,D3,F19,S175,81576
T10373,Renal Transplantation Outcomes and Treatments,D4,F22,S221,81543
T10998,Heat Transfer and Optimization,D1,F1,S5,81435
T12545,Global Education and Multiculturalism,D2,F13,S107,81424
T11259,Agriculture Sustainability and Environmental Impact,D1,F4,S42,81401
T10750,Fermentation and Sensory Analysis,D3,F17,S151,81392
T13634,Middle East and Rwanda Conflicts,D2,F13,S105,81370
T11809,Advanced NMR Techniques and Applications,D1,F7,S64,81342
T11227,Diabetic Foot Ulcer Assessment and Management,D4,F22,S212,81272
T11495,Animal Virus Infections Studies,D3,F17,S150,81270
T11029,Renal Diseases and Glomerulopathies,D4,F22,S217,81259
T14493,Criminal Law and Evidence,D2,F13,S110,81244
T10539,Sustainable Supply Chain Management,D2,F16,S137,81202
T12098,Rural development and sustainability,D3,F17,S154,81140
T10383,"Language, Discourse, Communication Strategies",D2,F12,S100,81109
T12449,Spacecraft Design and Technology,D1,F1,S1,81085
T11301,Advanced Surface Polishing Techniques,D1,F1,S8,80984
T11232,Urinary Tract Infections Management,D4,F22,S193,80918
T13136,Community-based Tourism Development and Sustainability,D2,F13,S105,80618
T14028,Healthcare and Venom Research,D4,F22,S185,80613
T12379,Cancer Diagnosis and Treatment,D4,F22,S204,80607
T10838,Animal Behavior and Welfare Studies,D4,F26,S243,80585
T11432,Gender Politics and Representation,D2,F13,S122,80501
T11274,Botulinum Toxin and Related Neurological Disorders,D4,F22,S172,80484
T10716,Soil and Unsaturated Flow,D1,F1,S6,80471
T11547,Sesquiterpenes and Asteraceae Studies,D3,F18,S163,80454
T11343,Power Transformer Diagnostics and Insulation,D1,F1,S2,80320
T10014,Plant Stress Responses and Tolerance,D3,F17,S146,80192
T10366,Discourse Analysis in Language Studies,D2,F12,S93,80141
T10374,Advanced Graph Theory Research,D1,F3,S31,80124
T10326,Indoor and Outdoor Localization Technologies,D1,F1,S2,80049
T10288,Fractional Differential Equations Solutions,D1,F8,S72,80046
T10339,Advanced Numerical Methods in Computational Mathematics,D1,F1,S3,80014
T10319,"Conservation, Biodiversity, and Resource Management",D1,F4,S40,79867
T10481,Computer Graphics and Visualization Techniques,D1,F3,S33,79838
T12388,Identification and Quantification in Food,D3,F18,S158,79805
T11684,Vibrio bacteria research studies,D3,F18,S169,79787
T11176,Radiation Therapy and Dosimetry,D4,F22,S200,79729
T11792,Pharmaceutical Economics and Policy,D2,F11,S89,79606
T10424,Electric Power System Optimization,D1,F1,S2,79552
T10846,Photonic Crystal and Fiber Optics,D1,F1,S2,79549
T10455,Foot and Ankle Surgery,D4,F22,S199,79515
T11097,Cerebral Palsy and Movement Disorders,D4,F22,S202,79512
T10412,Microfluidic and Capillary Electrophoresis Applications,D1,F1,S8,79351
T10533,Teaching and Learning Programming,D1,F3,S27,79350
T10773,Extracellular vesicles in disease,D3,F18,S158,79347
T10525,Human-Automation Interaction and Safety,D2,F15,S132,79340
T12073,Isotope Analysis in Ecology,D1,F4,S42,79331
T14197,Historical Studies of Medieval Iberia,D2,F12,S101,79255
T13392,History of Education in Spain,D2,F12,S97,79234
T11586,Congenital Diaphragmatic Hernia Studies,D4,F22,S190,79221
T10984,Sinusitis and nasal conditions,D4,F22,S215,79209
T13051,Qualitative Comparative Analysis Research,D2,F13,S105,79161
T10422,Angiogenesis and VEGF in Cancer,D3,F18,S158,79123
T12590,STEM Education,D2,F13,S107,79053
T12257,Bioactive natural compounds,D3,F18,S158,78904
T10011,"Literature: history, themes, analysis",D2,F12,S93,78872
T13002,Southeast Asian Sociopolitical Studies,D2,F13,S108,78851
T10013,Asymmetric Synthesis and Catalysis,D1,F7,S63,78829
T11446,Mobile Health and mHealth Applications,D4,F23,S224,78804
T13106,"Neuroscience, Education and Cognitive Function",D3,F19,S173,78767
T10131,Gold and Silver Nanoparticles Synthesis and Applications,D1,F5,S52,78686
T10648,Virtual Reality Applications and Impacts,D1,F3,S34,78658
T11734,Decision Support System Applications,D2,F16,S139,78629
T10897,Antibiotic Use and Resistance,D3,F20,S183,78597
T10187,Radio Frequency Integrated Circuit Design,D1,F1,S2,78552
T12786,Innovation and Socioeconomic Development,D2,F16,S144,78454
T10746,Platelet Disorders and Treatments,D4,F22,S216,78425
T13256,Archaeology and Rock Art Studies,D2,F13,S101,78346
T12501,Digital Economy and Work Transformation,D2,F13,S105,78266
T13614,Social and Economic Solidarity,D2,F13,S105,78216
T11083,Cardiac Health and Mental Health,D4,F22,S196,78215
T11037,Fungal Infections and Studies,D4,F22,S193,78167
T11838,"Crime, Illicit Activities, and Governance",D2,F13,S105,78101
T10905,Solar Thermal and Photovoltaic Systems,D1,F9,S78,78094
T12803,Cinema History and Criticism,D2,F12,S103,78092
T10674,School Choice and Performance,D2,F13,S107,78069
T12834,Flowering Plant Growth and Cultivation,D3,F17,S146,78031
T10053,International Relations and Foreign Policy,D2,F13,S108,77976
T11041,Ubiquitin and proteasome pathways,D3,F18,S158,77940
T13747,Sociopolitical Dynamics in Russia,D2,F13,S105,77908
T12003,Bioenergy crop production and management,D3,F17,S153,77897
T13844,Higher Education Learning Practices,D2,F13,S107,77885
T11385,Natural product bioactivities and synthesis,D3,F18,S158,77839
T14372,Environmental and Biological Research in Conflict Zones,D1,F4,S37,77815
T12956,Asian Geopolitics and Ethnography,D2,F13,S108,77748
T11222,Magnetic Properties and Applications,D1,F5,S52,77718
T11396,Artificial Intelligence in Healthcare,D4,F23,S232,77476
T12005,Spaceflight effects on biology,D4,F22,S166,77454
T10467,Psychometric Methodologies and Testing,D2,F14,S128,77380
T11369,Genetic factors in colorectal cancer,D4,F22,S205,77300
T10623,Thin-Film Transistor Technologies,D1,F1,S2,77276
T10824,Image Retrieval and Classification Techniques,D1,F3,S28,77240
T10046,Stability and Control of Uncertain Systems,D1,F1,S9,77231
T13374,Hematological disorders and diagnostics,D4,F22,S213,77181
T14357,"Architecture, Design, and Social History",D2,F12,S102,77144
T10802,Judicial and Constitutional Studies,D2,F13,S110,77141
T11163,Organ Donation and Transplantation,D4,F22,S192,77078
T12847,Healthcare Systems and Challenges,D4,F23,S224,77069
T13946,Musculoskeletal Disorders and Rehabilitation,D4,F22,S214,77023
T14052,Galician and Iberian cultural studies,D2,F13,S119,77022
T10345,Hematopoietic Stem Cell Transplantation,D4,F22,S216,76928
T11334,Psychosomatic Disorders and Their Treatments,D4,F22,S202,76917
T11381,Infectious Diseases and Tuberculosis,D4,F22,S190,76894
T13564,Education and Public Policy,D2,F13,S108,76857
T11854,Laser-induced spectroscopy and plasma,D1,F1,S10,76852
T10297,Philosophical Ethics and Theory,D2,F12,S92,76827
T11764,Evolution and Genetic Dynamics,D3,F18,S159,76810
T11226,Milk Quality and Mastitis in Dairy Cows,D3,F17,S153,76805
T10975,Bone Tumor Diagnosis and Treatments,D4,F22,S211,76725
T13120,Nuclear Issues and Defense,D2,F13,S108,76696
T11356,Pleural and Pulmonary Diseases,D4,F22,S200,76642
T14437,Ethics and Legal Issues in Pediatric Healthcare,D4,F22,S188,76609
T14169,Public Health and Environmental Issues,D1,F4,S44,76580
T12124,Engineering Education and Curriculum Development,D1,F1,S13,76543
T11727,Advanced Algebra and Logic,D1,F3,S31,76524
T12701,Biological Control of Invasive Species,D3,F17,S147,76492
T10620,Protease and Inhibitor Mechanisms,D3,F18,S163,76484
T12817,Pharmacological Effects of Natural Compounds,D3,F21,S185,76480
T10528,"Adipokines, Inflammation, and Metabolic Diseases",D4,F22,S193,76465
T14444,Power Systems and Renewable Energy,D1,F9,S80,76462
T11174,Pediatric Urology and Nephrology Studies,D4,F22,S188,76405
T10779,Coastal wetland ecosystem dynamics,D1,F4,S42,76323
T12585,North African History and Literature,D2,F12,S97,76294
T11324,Spectroscopy Techniques in Biomedical and Chemical Research,D3,F18,S157,76272
T10513,Natural Fiber Reinforced Composites,D1,F5,S51,76222
T11281,Asymmetric Hydrogenation and Catalysis,D1,F7,S66,76214
T14334,HIV/AIDS Impact and Responses,D2,F11,S89,76200
T12993,Psychology of Development and Education,D2,F15,S134,76177
T10708,Mindfulness and Compassion Interventions,D2,F15,S130,76098
T10367,Agricultural Innovations and Practices,D3,F17,S154,76079
T10313,Surface Modification and Superhydrophobicity,D1,F5,S48,76049
T13388,Rangeland and Wildlife Management,D1,F4,S42,76048
T10138,Network Traffic and Congestion Control,D1,F3,S29,76001
T11288,Clostridium difficile and Clostridium perfringens research,D4,F22,S195,75996
T10348,"Indigenous Health, Education, and Rights",D2,F13,S123,75982
T11026,Occupational and environmental lung diseases,D4,F22,S200,75935
T11783,Turkey's Politics and Society,D2,F13,S108,75925
T11512,Anomaly Detection Techniques and Applications,D1,F3,S25,75914
T12843,Human Resource and Talent Management,D2,F16,S141,75881
T10057,Face and Expression Recognition,D1,F3,S28,75841
T12445,Twentieth Century Scientific Developments,D2,F12,S99,75807
T13595,Archaeology and Cultural Heritage,D2,F13,S112,75743
T10389,Polymer crystallization and properties,D1,F5,S51,75729
T10361,Silicon Carbide Semiconductor Technologies,D1,F1,S2,75709
T10246,Mobile Ad Hoc Networks,D1,F3,S29,75636
T10888,Augmented Reality Applications,D1,F3,S28,75608
T12897,Structural Analysis of Composite Materials,D1,F1,S5,75608
T11010,"Logic, Reasoning, and Knowledge",D1,F3,S25,75434
T11587,Second Language Acquisition and Learning,D2,F15,S134,75398
T11370,Mobile Learning in Education,D1,F3,S26,75389
T11420,Geographies of human-animal interactions,D2,F13,S119,75329
T13421,"Contemporary art, education, critique",D2,F13,S112,75289
T11043,Merger and Competition Analysis,D2,F11,S89,75259
T10469,Psoriasis: Treatment and Pathogenesis,D3,F20,S179,75248
T10928,Probabilistic and Robust Engineering Design,D2,F14,S127,75238
T11540,"Gender, Feminism, and Media",D2,F13,S122,75229
T10730,Language Development and Disorders,D2,F15,S134,75227
T10489,Regulation of Appetite and Obesity,D3,F19,S175,75208
T12572,"Intelligence, Security, War Strategy",D2,F13,S108,75066
T13491,Social and Political Issues,D2,F13,S105,74842
T10532,Molecular Sensors and Ion Detection,D1,F7,S64,74830
T11903,Private Equity and Venture Capital,D2,F16,S138,74782
T10448,Memory and Neural Mechanisms,D3,F19,S173,74781
T12427,Metal Alloys Wear and Properties,D1,F5,S46,74778
T10161,Rock Mechanics and Modeling,D1,F1,S10,74746
T11333,Climate change and permafrost,D1,F6,S55,74746
T13519,Historical Architecture and Urbanism,D2,F12,S97,74701
T12617,"Energy, Environment, and Transportation Policies",D1,F9,S78,74670
T12013,Sustainable Development and Environmental Policy,D1,F4,S37,74617
T12166,Ion-surface interactions and analysis,D1,F1,S3,74538
T12657,Phytochemistry Medicinal Plant Applications,D3,F17,S146,74519
T12202,nanoparticles nucleation surface interactions,D1,F6,S55,74517
T12156,World Trade Organization Law,D2,F13,S108,74510
T11374,Cleft Lip and Palate Research,D3,F18,S159,74400
T14401,"Technology, Environment, Urban Planning",D2,F12,S92,74330
T10997,Ocular Surface and Contact Lens,D4,F22,S192,74273
T11344,Traffic Prediction and Management Techniques,D1,F1,S12,74244
T13435,Animal and Plant Science Education,D2,F15,S132,74233
T10501,Polymer Nanocomposites and Properties,D1,F5,S51,74216
T10435,Environmental Impact and Sustainability,D1,F4,S38,74202
T10843,Diversity and Career in Medicine,D2,F13,S122,74128
T11279,Lanthanide and Transition Metal Complexes,D1,F5,S46,74123
T10354,Catalytic C–H Functionalization Methods,D1,F7,S63,74073
T11184,Neonatal and fetal brain pathology,D4,F22,S188,74039
T10697,Vasculitis and related conditions,D4,F22,S200,74027
